word,ipa,x1,x2,x3,x4,x5,x6,x7_hz,x7_norm,x8,x9_re,x9_norm,x10,x11,x11_ord,x12,L,a,b,x13_accent,x13_status,x14_contour,x15_meter,x16_regularity,tau,morph_type,d_source,generated,ud_atype,ud_kana,ud_mora,accent_class,accent_default,accent_variant,accent_src
がちゃがちゃ,ɡatɕaɡatɕa,5,8,6,6,2,3,1400.0,6.68,7,12000.0,8.13,7,mc,3,#708090,52.8,-2.1,-10.6,4,prior_pending_realaudio,5.28,4.43,0.58,0.428,REDUP(畳語・同一),measured,False,0,ガチャガチャ,4,heiban_平板,flat,false,whole
がちゃん,ɡatɕaŋ,7,9,9,8,1,4,800.0,5.26,8,9000.0,7.64,9,mc,3,#4682B4,52.5,-4.1,-32.2,3,prior_pending_realaudio,8.53,5.58,1.44,0.308,N(撥音単発),measured,False,2,ガチャン,3,nakadaka/odaka_核2,back,true,whole
がっ,ɡaʔ,9,9,9,9,4,2,350.0,3.17,9,15000.0,8.51,9,mc,3,#000000,0.0,0.0,0.0,2,prior_pending_realaudio,9.0,3.32,0,0.265,Q(促音単発),measured,False,1,ガッ,2,atamadaka_頭高,front,false,whole
がっかり,ɡakkaɾi,7,6,4,5,6,4,300.0,2.78,7,1200.0,4.22,5,c,2,#4B0082,20.5,51.7,-53.3,5,prior_pending_realaudio,6.56,6.96,3.53,0.327,COMPOUND(複合・異種),measured,False,3,ガッカリ,4,nakadaka/odaka_核3,back,true,whole
がっくり,ɡakkuɾi,8,7,3,6,5,4,200.0,1.75,8,1000.0,3.91,6,c,2,#000000,0.0,0.0,0.0,5,prior_pending_realaudio,8.69,5.65,9.0,0.297,COMPOUND(複合・異種),measured,False,3,ガックリ,4,nakadaka/odaka_核3,back,true,whole
がっしり,ɡaɕɕiɾi,8,5,9,9,2,3,400.0,3.51,5,3000.0,5.78,9,mc,3,#708090,52.8,-2.1,-10.6,5,prior_pending_realaudio,6.44,7.57,3.81,0.332,COMPOUND(複合・異種),measured,False,3,ガッシリ,4,nakadaka/odaka_核3,back,true,whole
がっちり,ɡattɕiɾi,7,6,9,9,1,3,500.0,4.07,6,4000.0,6.27,9,mc,3,#4682B4,52.5,-4.1,-32.2,5,prior_pending_realaudio,6.33,7.05,1.7,0.351,COMPOUND(複合・異種),measured,False,3,ガッチリ,4,nakadaka/odaka_核3,back,true,whole
がっぷり,ɡappuɾi,9,6,8,7,4,7,220.0,2.0,5,2000.0,5.09,8,mh,5,#A52A2A,37.5,49.7,30.5,5,prior_pending_realaudio,5.8,7.6,3.11,0.336,COMPOUND(複合・異種),measured,False,3,ガップリ,4,nakadaka/odaka_核3,back,true,whole
がっぽり,ɡappoɾi,6,5,7,3,7,8,250.0,2.32,4,1500.0,4.6,7,mh,5,#FFD700,86.9,-1.9,87.1,5,prior_pending_realaudio,5.45,7.79,3.29,0.336,COMPOUND(複合・異種),measured,False,3,ガッポリ,4,nakadaka/odaka_核3,back,true,whole
がつがつ,ɡatsuɡatsu,7,8,8,7,3,3,400.0,3.51,7,6000.0,6.95,7,h,6,#B22222,39.1,55.9,37.6,4,prior_pending_realaudio,4.84,6.6,6.39,0.438,REDUP(畳語・同一),measured,False,1,ガツガツ,4,atamadaka_頭高,front,false,whole
がつん,ɡatsuŋ,9,9,9,9,2,4,300.0,2.78,9,11000.0,7.98,9,h,6,#8B0000,28.1,51.0,41.3,3,prior_pending_realaudio,9.0,2.61,0,0.309,N(撥音単発),measured,False,2,ガツン,3,nakadaka/odaka_核2,back,true,whole
がばがば,ɡabaɡaba,5,4,3,2,8,9,150.0,1.03,3,2000.0,5.09,9,mc,3,#4169E1,47.8,26.3,-65.3,4,prior_pending_realaudio,5.02,8.22,3.13,0.432,REDUP(畳語・同一),measured,False,1,ガバガバ,4,atamadaka_頭高,front,false,whole
がばっ,ɡabaʔ,7,9,8,4,6,6,350.0,3.17,9,9000.0,7.64,8,mh,5,#FF8C00,69.5,36.8,75.5,2,prior_pending_realaudio,9.0,4.95,0,0.307,Q(促音単発),measured,False,2,ガバッ,3,nakadaka/odaka_核2,back,true,whole
がぶがぶ,ɡabuɡabu,6,5,4,4,8,9,180.0,1.49,4,1800.0,4.91,9,mc,3,#0000FF,32.3,79.2,-107.9,4,prior_pending_realaudio,5.02,8.45,3.61,0.428,REDUP(畳語・同一),measured,False,1,ガブガブ,4,atamadaka_頭高,front,false,whole
がぶっ,ɡabuʔ,7,9,9,8,5,8,280.0,2.61,9,8000.0,7.44,9,mh,5,#FF4500,57.6,67.8,69.0,2,prior_pending_realaudio,9.0,3.32,0,0.347,Q(促音単発),measured,False,2,ガブッ,3,nakadaka/odaka_核2,back,true,whole
がぶり,ɡabuɾi,6,6,7,5,6,7,250.0,2.32,6,4000.0,6.27,8,mh,5,#8B4513,37.5,26.4,41.0,4,prior_pending_realaudio,5.97,7.71,3.53,0.338,RI(り単発),measured,False,2,ガブリ,3,nakadaka/odaka_核2,back,true,whole
がぼがぼ,ɡaboɡabo,6,4,2,3,9,9,120.0,0.46,2,1200.0,4.22,9,c,2,#191970,15.9,31.7,-49.6,4,prior_pending_realaudio,5.07,8.35,3.03,0.405,REDUP(畳語・同一),measured,False,1,ガボガボ,4,atamadaka_頭高,front,false,whole
がみがみ,ɡamiɡami,7,7,8,8,4,5,450.0,3.81,4,3000.0,5.78,6,h,6,#FF0000,53.2,80.1,67.2,4,prior_pending_realaudio,5.59,8.25,2.66,0.356,REDUP(畳語・同一),measured,False,1,ガミガミ,4,atamadaka_頭高,front,false,whole
がやがや,ɡajaɡaja,4,6,3,2,8,6,380.0,3.38,3,5500.0,6.81,7,mh,5,#DAA520,70.8,8.5,68.8,4,prior_pending_realaudio,4.87,7.55,3.13,0.426,REDUP(畳語・同一),measured,False,1,ガヤガヤ,4,atamadaka_頭高,front,false,whole
がらがら,ɡaɾaɡaɾa,6,5,4,2,7,2,320.0,2.94,4,4500.0,6.47,5,mc,3,#8B4513,37.5,26.4,41.0,4,prior_pending_realaudio,5.06,8.34,2.93,0.445,REDUP(畳語・同一),measured,False,1,ガラガラ,4,atamadaka_頭高,front,false,whole
がらり,ɡaɾaɾi,4,7,7,3,9,2,450.0,3.81,6,3000.0,5.78,4,h,6,#FFFFFF,100.0,-0.0,0.0,4,prior_pending_realaudio,5.65,7.07,2.5,0.363,RI(り単発),measured,False,2,ガラリ,3,nakadaka/odaka_核2,back,true,whole
がらん,ɡaɾaŋ,3,4,8,2,7,3,280.0,2.61,5,1500.0,4.6,4,c,2,#D3D3D3,84.6,-0.0,0.0,3,prior_pending_realaudio,5.97,7.43,3.11,0.353,N(撥音単発),measured,False,2,ガラン,3,nakadaka/odaka_核2,back,true,whole
がりがり,ɡaɾiɡaɾi,5,8,7,8,2,0,800.0,5.26,8,9000.0,7.64,6,c,2,#CD853F,61.8,21.4,47.9,4,prior_pending_realaudio,6.38,4.58,1.1,0.462,REDUP(畳語・同一),measured,False,1,ガリガリ,4,atamadaka_頭高,front,false,whole
がんがん,ɡaŋɡaŋ,8,8,9,6,1,3,350.0,3.17,5,8000.0,7.44,9,h,6,#FF4500,57.6,67.8,69.0,4,prior_pending_realaudio,4.89,7.8,2.9,0.423,REDUP(畳語・同一),measured,False,1,ガンガン,4,atamadaka_頭高,front,false,whole
がーがー,ɡaːɡaː,7,3,5,3,6,4,220.0,2.0,1,2500.0,5.47,6,mh,5,#556B2F,42.2,-18.8,30.6,4,prior_pending_realaudio,5.1,8.38,3.42,0.398,REDUP(畳語・同一),measured,False,1,ガーガー,4,atamadaka_頭高,front,false,whole
がーっ,ɡaːʔ,8,6,9,7,5,4,350.0,3.17,9,12000.0,8.13,9,h,6,#FF0000,53.2,80.1,67.2,2,prior_pending_realaudio,9.0,4.89,1,0.331,LONG(長音ー),measured,False,0,ガ,1,heiban_平板,flat,false,firsttoken
がーん,ɡaːŋ,9,4,9,5,3,5,200.0,1.75,2,6000.0,6.95,9,c,2,#483D8B,30.8,26.1,-42.1,3,prior_pending_realaudio,5.18,7.58,4.75,0.336,LONG+N(長音+ん),measured,False,0,ガーン,3,heiban_平板,flat,false,whole
きいきい,kiikii,2,4,7,8,4,1,2500.0,8.15,2,15000.0,8.51,4,c,2,#FFFF00,97.1,-21.6,94.5,4,prior_pending_realaudio,5.07,7.78,8.3,0.448,REDUP(畳語・同一),measured,False,1,キイキイ,4,atamadaka_頭高,front,false,whole
きしきし,kiɕikiɕi,3,7,5,9,3,2,1800.0,7.32,7,11000.0,7.98,5,c,2,#BDB76B,73.4,-8.8,39.3,4,prior_pending_realaudio,4.64,6.84,4.94,0.483,REDUP(畳語・同一),measured,False,1,キシキシ,4,atamadaka_頭高,front,false,whole
きそきそ,kisokiso,1,5,2,8,6,2,1200.0,6.29,4,7000.0,7.22,3,c,2,#708090,52.8,-2.1,-10.6,4,prior_pending_realaudio,5.08,8.23,3.13,0.468,REDUP(畳語・同一),measured,False,1,キ,1,atamadaka_頭高,front,false,firsttoken
きちきち,kitɕikitɕi,4,7,8,9,2,2,1400.0,6.68,8,9000.0,7.64,8,c,2,#C0C0C0,77.7,-0.0,0.0,4,prior_pending_realaudio,8.12,4.27,0.39,0.444,REDUP(畳語・同一),measured,False,0,キチキチ,4,heiban_平板,flat,false,whole
きちっ,kitɕiʔ,3,9,9,9,1,2,1600.0,7.02,9,13000.0,8.27,9,0,4,#FFFFFF,100.0,-0.0,0.0,2,prior_pending_realaudio,9.0,3.32,0,0.375,Q(促音単発),measured,False,1,キチ,2,atamadaka_頭高,front,false,firsttoken
きちん,kitɕiŋ,3,8,9,9,2,3,1200.0,6.29,8,6000.0,6.95,9,0,4,#F5F5F5,96.5,-0.0,0.0,3,prior_pending_realaudio,9.0,5.57,5.53,0.338,N(撥音単発),measured,False,2,キチン,3,nakadaka/odaka_核2,back,true,whole
きっちり,kittɕiɾi,4,8,9,9,1,2,1300.0,6.49,7,5000.0,6.65,9,0,4,#708090,52.8,-2.1,-10.6,5,prior_pending_realaudio,7.13,6.03,2.7,0.327,COMPOUND(複合・異種),measured,False,3,キッチリ,4,nakadaka/odaka_核3,back,true,whole
きなきな,kinakina,2,3,2,4,8,6,350.0,3.17,2,800.0,3.53,4,mh,5,#F5DEB3,89.4,1.5,24.0,4,prior_pending_realaudio,5.19,8.51,3.35,0.365,REDUP(畳語・同一),measured,False,1,キ,1,atamadaka_頭高,front,false,firsttoken
きびきび,kibikibi,3,8,8,4,5,4,600.0,4.54,7,4000.0,6.27,6,mh,5,#FFFFFF,100.0,-0.0,0.0,4,prior_pending_realaudio,4.96,7.9,4.19,0.419,REDUP(畳語・同一),measured,False,1,キビキビ,4,atamadaka_頭高,front,false,whole
きゃっきゃっ,kjakkjaʔ,2,9,6,0,8,3,2200.0,7.82,9,18000.0,8.82,6,h,6,#FF69B4,65.5,64.2,-10.6,4,prior_pending_realaudio,4.42,5.09,6.33,0.521,REDUP(畳語・同一),measured,False,3,キャッキャッ,4,nakadaka/odaka_核3,back,true,whole
きゃんきゃん,kjaŋkjaŋ,3,7,7,4,7,4,1800.0,7.32,5,12000.0,8.13,7,h,6,#FFD700,86.9,-1.9,87.1,4,prior_pending_realaudio,5.27,7.68,2.91,0.455,REDUP(畳語・同一),measured,False,1,キャンキャン,4,atamadaka_頭高,front,false,whole
きゃーきゃー,kjaːkjaː,2,5,5,1,8,5,2000.0,7.58,2,14000.0,8.39,5,h,6,#FFB6C1,81.1,28.0,5.0,4,prior_pending_realaudio,5.04,7.68,4.14,0.431,REDUP(畳語・同一),measured,False,1,キャー,2,atamadaka_頭高,front,false,firsttoken
きゅうきゅう,kjuukjuu,5,4,7,9,3,3,1500.0,6.86,5,9000.0,7.64,8,c,2,#FFFFE0,99.3,-5.1,14.8,4,prior_pending_realaudio,5.09,7.64,7.22,0.461,REDUP(畳語・同一),measured,False,1,キュウキュウ,4,atamadaka_頭高,front,false,whole
きゅっ,kjuʔ,4,9,9,9,2,2,1800.0,7.32,9,16000.0,8.62,9,c,2,#FFFFFF,100.0,-0.0,0.0,2,prior_pending_realaudio,8.87,3.32,0,0.282,Q(促音単発),measured,False,1,キュッ,2,atamadaka_頭高,front,false,whole
きょとん,kjotoŋ,2,7,4,6,8,4,450.0,3.81,7,1500.0,4.6,5,0,4,#FFFFFF,100.0,-0.0,0.0,3,prior_pending_realaudio,6.3,7.22,3.5,0.316,N(撥音単発),measured,False,2,キョトン,3,nakadaka/odaka_核2,back,true,whole
きょろきょろ,kjoɾokjoɾo,2,7,6,4,9,3,500.0,4.07,5,3000.0,5.78,4,0,4,#ADFF2F,92.0,-52.5,81.9,4,prior_pending_realaudio,5.13,8.46,3.52,0.442,REDUP(畳語・同一),measured,False,1,キョロキョロ,4,atamadaka_頭高,front,false,whole
きらきら,kiɾakiɾa,1,6,5,0,9,1,1200.0,6.29,4,10000.0,7.82,2,h,6,#FFD700,86.9,-1.9,87.1,4,prior_pending_realaudio,4.99,8.24,3.25,0.462,REDUP(畳語・同一),measured,False,1,キラキラ,4,atamadaka_頭高,front,false,whole
きらっ,kiɾaʔ,1,9,9,1,9,1,1500.0,6.86,9,18000.0,8.82,9,h,6,#FFFFFF,100.0,-0.0,0.0,2,prior_pending_realaudio,0.5,4.95,0,0.465,Q(促音単発),measured,False,2,キラッ,3,nakadaka/odaka_核2,back,true,whole
きらり,kiɾaɾi,1,7,8,2,9,2,1300.0,6.49,6,12000.0,8.13,7,h,6,#FFFACD,97.6,-5.4,22.2,4,prior_pending_realaudio,5.67,7.07,3.56,0.419,RI(り単発),measured,False,2,キラリ,3,nakadaka/odaka_核2,back,true,whole
きりきり,kiɾikiɾi,5,8,8,9,2,1,1600.0,7.02,8,14000.0,8.39,8,c,2,#FF4500,57.6,67.8,69.0,4,prior_pending_realaudio,7.99,4.58,0.27,0.444,REDUP(畳語・同一),measured,False,1,キリキリ,4,atamadaka_頭高,front,false,whole
きんきらきん,kiŋkiɾakiŋ,4,6,9,2,2,2,1400.0,6.68,4,11000.0,7.98,9,h,6,#FFD700,86.9,-1.9,87.1,3,prior_pending_realaudio,5.7,7.53,4.16,0.368,N(撥音単発),measured,False,5,キンキラキン,6,nakadaka/odaka_核5,back,true,whole
きー,kiː,2,1,8,9,4,1,2800.0,8.44,0,16000.0,8.62,4,c,2,#FFFF00,97.1,-21.6,94.5,2,prior_pending_realaudio,5.38,5.85,8.17,0.417,LONG(長音ー),measured,False,1,キ,1,atamadaka_頭高,front,false,firsttoken
きーん,kiːŋ,3,2,9,7,3,2,3000.0,8.61,1,18000.0,8.82,9,c,2,#F0FFFF,98.9,-4.9,-1.7,3,prior_pending_realaudio,5.18,5.88,7.61,0.4,LONG+N(長音+ん),measured,False,0,キーン,3,heiban_平板,flat,false,whole
ぎいぎい,ɡiiɡii,6,4,6,9,3,2,800.0,5.26,2,9000.0,7.64,6,c,2,#556B2F,42.2,-18.8,30.6,4,prior_pending_realaudio,5.0,7.6,4.72,0.437,REDUP(畳語・同一),measured,False,1,ギイギイ,4,atamadaka_頭高,front,false,whole
ぎくぎく,ɡikuɡiku,7,7,4,9,4,3,350.0,3.17,7,5000.0,6.65,7,c,2,#696969,44.4,-0.0,0.0,4,prior_pending_realaudio,5.23,8.13,3.17,0.405,REDUP(畳語・同一),measured,False,2,ギク,2,nakadaka/odaka_核2,back,true,firsttoken
ぎくしゃく,ɡikuɕaku,6,7,5,8,5,2,600.0,4.54,7,7000.0,7.22,6,c,2,#708090,52.8,-2.1,-10.6,5,prior_pending_realaudio,6.65,7.37,2.14,0.32,COMPOUND(複合・異種),measured,False,1,ギクシャク,4,atamadaka_頭高,front,false,whole
ぎくっ,ɡikuʔ,7,9,8,9,4,2,400.0,3.51,9,11000.0,7.98,8,c,2,#000000,0.0,0.0,0.0,2,prior_pending_realaudio,9.0,3.32,0,0.271,Q(促音単発),measured,False,2,ギクッ,3,nakadaka/odaka_核2,back,true,whole
ぎこぎこ,ɡikoɡiko,6,6,6,8,3,1,500.0,4.07,6,7500.0,7.33,6,mc,3,#8B4513,37.5,26.4,41.0,4,prior_pending_realaudio,5.05,8.26,4.32,0.462,REDUP(畳語・同一),measured,False,1,ギ,1,atamadaka_頭高,front,false,firsttoken
ぎざぎざ,ɡizaɡiza,5,5,7,8,4,2,900.0,5.56,5,9000.0,7.64,7,c,2,#778899,55.9,-2.2,-11.1,4,prior_pending_realaudio,5.21,8.41,2.68,0.416,REDUP(畳語・同一),measured,False,1,ギザギザ,4,atamadaka_頭高,front,false,whole
ぎしぎし,ɡiɕiɡiɕi,6,7,6,9,3,2,1000.0,5.83,7,10000.0,7.82,7,c,2,#556B2F,42.2,-18.8,30.6,4,prior_pending_realaudio,5.03,7.75,6.24,0.439,REDUP(畳語・同一),measured,False,1,ギシギシ,4,atamadaka_頭高,front,false,whole
ぎすぎす,ɡisuɡisu,5,4,5,9,6,1,1200.0,6.29,5,8000.0,7.44,5,c,2,#808080,53.6,-0.0,0.0,4,prior_pending_realaudio,5.09,8.15,5.31,0.458,REDUP(畳語・同一),measured,False,1,ギスギス,4,atamadaka_頭高,front,false,whole
ぎちぎち,ɡitɕiɡitɕi,7,8,8,9,2,2,1100.0,6.07,8,11000.0,7.98,9,c,2,#2F4F4F,31.3,-11.7,-3.7,4,prior_pending_realaudio,7.22,4.58,0.15,0.444,REDUP(畳語・同一),measured,False,1,ギチギチ,4,atamadaka_頭高,front,false,whole
ぎとぎと,ɡitoɡito,6,3,2,7,5,9,180.0,1.49,2,1200.0,4.22,9,mh,5,#4B3621,24.5,6.4,16.8,4,prior_pending_realaudio,5.02,8.3,3.11,0.408,REDUP(畳語・同一),measured,False,1,ギトギト,4,atamadaka_頭高,front,false,whole
ぎゃふん,ɡjaɸuŋ,6,8,9,8,4,5,300.0,2.78,8,4000.0,6.27,9,mc,3,#000000,0.0,0.0,0.0,3,prior_pending_realaudio,9.0,3.84,0,0.301,N(撥音単発),measured,False,2,ギャフン,3,nakadaka/odaka_核2,back,true,whole
ぎゃーぎゃー,ɡjaːɡjaː,7,5,6,2,6,5,1200.0,6.29,2,9000.0,7.64,7,h,6,#FF4500,57.6,67.8,69.0,4,prior_pending_realaudio,5.11,8.13,4.22,0.398,REDUP(畳語・同一),measured,False,1,ギャア,2,atamadaka_頭高,front,false,firsttoken
ぎゅうぎゅう,ɡjuuɡjuu,8,4,8,9,3,3,400.0,3.51,4,4000.0,6.27,9,mc,3,#8B0000,28.1,51.0,41.3,4,prior_pending_realaudio,4.93,8.21,3.46,0.453,REDUP(畳語・同一),measured,False,0,ギュウギュウ,4,heiban_平板,flat,false,whole
ぎゅっ,ɡjuʔ,7,9,9,9,3,2,500.0,4.07,9,12000.0,8.13,9,mc,3,#000000,0.0,0.0,0.0,2,prior_pending_realaudio,9.0,3.32,0,0.37,Q(促音単発),measured,False,0,ギュッ,2,heiban_平板,flat,false,whole
ぎょっ,ɡjoʔ,8,9,8,9,4,4,300.0,2.78,9,10000.0,7.82,8,c,2,#FF0000,53.2,80.1,67.2,2,prior_pending_realaudio,9.0,3.32,0,0.285,Q(促音単発),measured,False,0,ギョッ,2,heiban_平板,flat,false,whole
ぎょろぎょろ,ɡjoɾoɡjoɾo,5,6,7,4,7,7,250.0,2.32,5,2500.0,5.47,6,mc,3,#006400,36.2,-43.4,41.9,4,prior_pending_realaudio,5.29,8.44,3.61,0.426,REDUP(畳語・同一),measured,False,1,ギョロギョロ,4,atamadaka_頭高,front,false,whole
ぎらぎら,ɡiɾaɡiɾa,6,5,7,1,7,3,1100.0,6.07,3,9000.0,7.64,7,hhh,8,#FFD700,86.9,-1.9,87.1,4,prior_pending_realaudio,5.15,8.24,2.99,0.444,REDUP(畳語・同一),measured,False,1,ギラギラ,4,atamadaka_頭高,front,false,whole
ぎりぎり,ɡiɾiɡiɾi,7,7,8,9,3,1,950.0,5.7,7,11000.0,7.98,8,c,2,#FF0000,53.2,80.1,67.2,4,prior_pending_realaudio,5.34,5.93,8.08,0.419,REDUP(畳語・同一),measured,False,1,ギリギリ,4,atamadaka_頭高,front,false,whole
ぎー,ɡiː,6,2,7,9,3,2,700.0,4.93,0,8000.0,7.44,7,c,2,#556B2F,42.2,-18.8,30.6,2,prior_pending_realaudio,5.24,7.51,7.13,0.343,LONG(長音ー),measured,False,1,ギ,1,atamadaka_頭高,front,false,firsttoken
くうくう,kuukuu,2,2,1,3,9,6,280.0,2.61,2,400.0,2.35,2,mh,5,#F5F5DC,95.9,-4.2,12.0,4,prior_pending_realaudio,5.08,8.36,2.94,0.429,REDUP(畳語・同一),measured,False,1,クウクウ,4,atamadaka_頭高,front,false,whole
くさくさ,kusakusa,4,3,2,7,8,2,800.0,5.26,4,3000.0,5.78,4,c,2,#556B2F,42.2,-18.8,30.6,4,prior_pending_realaudio,4.99,8.35,4.18,0.467,REDUP(畳語・同一),measured,False,2,クサクサ,4,nakadaka/odaka_核2,back,true,whole
くしゃくしゃ,kuɕakuɕa,3,7,5,4,6,3,1500.0,6.86,6,9000.0,7.64,6,mc,3,#D2B48C,75.0,5.0,24.4,4,prior_pending_realaudio,5.25,7.35,3.15,0.436,REDUP(畳語・同一),measured,False,0,クシャクシャ,4,heiban_平板,flat,false,whole
くすくす,kusukusu,1,5,2,6,9,3,1100.0,6.07,5,4000.0,6.27,3,mh,5,#FFFACD,97.6,-5.4,22.2,4,prior_pending_realaudio,5.08,8.29,2.83,0.47,REDUP(畳語・同一),measured,False,1,クスクス,4,atamadaka_頭高,front,false,whole
くたくた,kutakuta,6,3,1,4,8,7,220.0,2.0,3,800.0,3.53,4,mh,5,#D3D3D3,84.6,-0.0,0.0,4,prior_pending_realaudio,5.11,8.88,3.21,0.415,REDUP(畳語・同一),measured,False,0,クタクタ,4,heiban_平板,flat,false,whole
くだくだ,kudakuda,5,2,2,6,6,7,180.0,1.49,2,600.0,3.04,5,mc,3,#808080,53.6,-0.0,0.0,4,prior_pending_realaudio,5.05,8.09,3.19,0.429,REDUP(畳語・同一),measured,False,1,クダクダ,4,atamadaka_頭高,front,false,whole
くちゃくちゃ,kutɕakutɕa,4,6,4,5,7,9,450.0,3.81,5,1500.0,4.6,9,mc,3,#8B4513,37.5,26.4,41.0,4,prior_pending_realaudio,5.15,8.31,3.51,0.437,REDUP(畳語・同一),measured,False,0,クチャクチャ,4,heiban_平板,flat,false,whole
くっきり,kukkiɾi,3,8,9,7,4,1,650.0,4.74,8,7000.0,7.22,8,0,4,#000000,0.0,0.0,0.0,5,prior_pending_realaudio,8.71,5.66,4.44,0.31,COMPOUND(複合・異種),measured,False,3,クッキリ,4,nakadaka/odaka_核3,back,true,whole
くっくっ,kukkuʔ,2,9,5,8,5,4,500.0,4.07,9,6000.0,6.95,6,mh,5,#FFFFFF,100.0,-0.0,0.0,4,prior_pending_realaudio,7.97,5.09,0.17,0.491,REDUP(畳語・同一),measured,False,1,クックッ,4,atamadaka_頭高,front,false,whole
くどくど,kudokudo,6,2,3,7,5,8,160.0,1.19,2,500.0,2.73,7,mc,3,#4B0082,20.5,51.7,-53.3,4,prior_pending_realaudio,5.03,8.49,3.01,0.429,REDUP(畳語・同一),measured,False,1,クドクド,4,atamadaka_頭高,front,false,whole
くにゃくにゃ,kuɲakuɲa,2,3,1,3,9,8,250.0,2.32,2,1200.0,4.22,5,mh,5,#FFDAB9,89.4,8.1,21.0,4,prior_pending_realaudio,5.17,8.64,3.14,0.363,REDUP(畳語・同一),measured,False,1,クニャクニャ,4,atamadaka_頭高,front,false,whole
くねくね,kunekune,3,3,2,3,9,7,280.0,2.61,1,900.0,3.73,5,mc,3,#ADFF2F,92.0,-52.5,81.9,4,prior_pending_realaudio,5.13,8.15,3.09,0.401,REDUP(畳語・同一),measured,False,1,クネクネ,4,atamadaka_頭高,front,false,whole
くやくや,kujakuja,3,4,2,5,8,6,300.0,2.78,3,1100.0,4.07,5,mc,3,#708090,52.8,-2.1,-10.6,4,prior_pending_realaudio,4.97,8.12,3.2,0.442,REDUP(畳語・同一),measured,False,1,ク,1,atamadaka_頭高,front,false,firsttoken
くよくよ,kujokujo,4,2,1,7,7,6,250.0,2.32,2,800.0,3.53,6,c,2,#4682B4,52.5,-4.1,-32.2,4,prior_pending_realaudio,5.05,8.36,3.28,0.429,REDUP(畳語・同一),measured,False,1,クヨクヨ,4,atamadaka_頭高,front,false,whole
くらくら,kuɾakuɾa,4,5,2,2,9,5,350.0,3.17,4,2500.0,5.47,4,mc,3,#FFFFFF,100.0,-0.0,0.0,4,prior_pending_realaudio,5.2,8.65,3.26,0.407,REDUP(畳語・同一),measured,False,1,クラクラ,4,atamadaka_頭高,front,false,whole
くりくり,kuɾikuɾi,2,7,7,3,7,4,600.0,4.54,5,3500.0,6.04,5,mc,3,#F5DEB3,89.4,1.5,24.0,4,prior_pending_realaudio,5.08,8.32,2.81,0.433,REDUP(畳語・同一),measured,False,0,クリクリ,4,heiban_平板,flat,false,whole
くるくる,kuɾukuɾu,2,6,4,1,9,3,480.0,3.97,4,4000.0,6.27,3,mc,3,#87CEEB,79.2,-14.8,-21.3,4,prior_pending_realaudio,5.16,8.59,2.59,0.446,REDUP(畳語・同一),measured,False,1,クルクル,4,atamadaka_頭高,front,false,whole
くるっ,kuɾuʔ,2,9,8,5,7,2,550.0,4.32,9,12000.0,8.13,8,0,4,#FFFFFF,100.0,-0.0,0.0,2,prior_pending_realaudio,8.62,3.32,0,0.274,Q(促音単発),measured,False,2,クルッ,3,nakadaka/odaka_核2,back,true,whole
くるり,kuɾuɾi,2,6,6,2,9,3,500.0,4.07,5,3500.0,6.04,4,mc,3,#F0F8FF,97.2,-1.3,-4.3,4,prior_pending_realaudio,6.2,7.6,3.05,0.365,RI(り単発),measured,False,2,クルリ,3,nakadaka/odaka_核2,back,true,whole
くんくん,kuŋkuŋ,3,5,8,6,5,5,300.0,2.78,4,1000.0,3.91,6,mh,5,#D2B48C,75.0,5.0,24.4,4,prior_pending_realaudio,5.09,8.45,3.24,0.436,REDUP(畳語・同一),measured,False,1,クンクン,4,atamadaka_頭高,front,false,whole
ぐいぐい,ɡuiɡui,7,7,9,4,5,5,350.0,3.17,5,5500.0,6.81,8,h,6,#FF4500,57.6,67.8,69.0,4,prior_pending_realaudio,5.42,8.01,3.32,0.383,REDUP(畳語・同一),measured,False,1,グイグイ,4,atamadaka_頭高,front,false,whole
ぐうぐう,ɡuuɡuu,6,2,2,2,6,7,150.0,1.03,1,600.0,3.04,7,mh,5,#483D8B,30.8,26.1,-42.1,4,prior_pending_realaudio,5.04,8.42,3.18,0.396,REDUP(畳語・同一),measured,False,1,グウグウ,4,atamadaka_頭高,front,false,whole
ぐしゃぐしゃ,ɡuɕaɡuɕa,6,7,3,4,6,8,400.0,3.51,6,8000.0,7.44,9,mc,3,#8B4513,37.5,26.4,41.0,4,prior_pending_realaudio,4.9,8.11,2.93,0.427,REDUP(畳語・同一),measured,False,1,グシャグシャ,4,atamadaka_頭高,front,false,whole
ぐずぐず,ɡuzuɡuzu,6,2,1,9,4,8,180.0,1.49,3,500.0,2.73,8,c,2,#556B2F,42.2,-18.8,30.6,4,prior_pending_realaudio,5.0,8.62,2.03,0.454,REDUP(畳語・同一),measured,False,1,グズグズ,4,atamadaka_頭高,front,false,whole
ぐちゃぐちゃ,ɡutɕaɡutɕa,6,6,3,5,6,9,320.0,2.94,5,2500.0,5.47,9,mc,3,#4B3621,24.5,6.4,16.8,4,prior_pending_realaudio,5.04,8.56,2.79,0.441,REDUP(畳語・同一),measured,False,0,グチャグチャ,4,heiban_平板,flat,false,whole
ぐっしょり,ɡuɕɕoɾi,5,4,3,3,7,9,280.0,2.61,6,1200.0,4.22,9,mh,5,#000080,13.0,47.5,-64.7,5,prior_pending_realaudio,6.03,7.89,2.41,0.345,COMPOUND(複合・異種),measured,False,3,グッショリ,4,nakadaka/odaka_核3,back,true,whole
